Marca temporal,¿Qué edad tienes? (escribe tu respuesta en números),¿Cuál es tu sexo biológico?,Estado civil,"¿A qué estado de la República Mexicana perteneces? (sin abreviaturas) Ejemplo: Estado de México, Oaxaca, Ciudad de México, Puebla",1. El amor para mi es:,2. La primera palabra en la que pienso cuando escucho a alguien hablar sobre el amor es: ,3.. Pienso que el amor,4. Selecciona una de las opciones con la que estés de acuerdo,5. ¿Cuál crees que debería ser una de las principales características del amor?,6. Creo que el amor,7. Los componentes del amor son,8. Selecciona los tipos de amor conozcas,9. Creo que los seres humanos amamos porque,10. Un amor equilibrado debería ser o tener,"11. En cuanto al amor de pareja, prefiero que mi tipo de pareja sea:",12. Cuando amo yo suelo ser ,"13. El amor filial es igual, es decir, padre y madre aman de la misma forma ",14. El amor lo puede todo,15. Todo se perdona por amor,16. Existen las medias naranjas o almas gemelas,17. El amor no es igual a una relación de pareja
4/11/2021 13:14:37,18,Hombre,Soltero (a),Ciudad de México ,Una abstracción muy alta de la atracción física hacia alguien o algo ,Mujer ,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Ético ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Storge o amistoso, Amor maternal, Amor propio, Amor platónico","Tenemos consciencia sobre nosotros y lo que nos rodea.
Luego somos consientes de nuestra existencia y le buscamos sentido, es entonces cuando establecemos vínculos entre nosotros y el exterior para justificar nuestra existencia. ",Ser individualista y colectivo. Es decir que se busque el bienestar propio y el de otras personas al mismo tiempo ,"Ética, que tenga consciencia sobre sí misma y tenga amor propio ","Apasionado, feliz, motivado y arriesgado ",2,3,3,4,5
4/11/2021 13:19:28,18,Mujer,En una relación,Ciudad de México,"Querer darle la mejor parte de tí a una persona que quieres, te hace sentir seguro y te hace feliz. ",Confianza ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"Sinceridad, incondicionalidad y límites ",Es una decisión basada en compromiso y tolerancia,"Respeto, compromiso, honestidad e intimidad ","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Manic o maníaco, Amor propio",Somos por naturaleza seres sociales con necesidades no sólo físicas.,"Honesto, sincero, con límites, leal, respetuoso y empático con ambas partes.","Cariñoso, respetuoso, protector y divertido.","Empalagosa, cariñosa, intensa y madura. Lo",5,3,1,1,3
4/11/2021 13:20:33,21,Mujer,En una relación,Estado de México ,"Compartir (tiempo de calidad, cosas, gustos, disgustos, pensamientos y sentimientos) , ver por otros y uno mismo, procurar. ",Dedicar,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Debe ser respetuoso,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Esta en nuestra naturaleza,Reciprocidad,Tranquila y respetuosa,Apasionado,4,1,1,2,4
4/11/2021 13:20:52,20,Mujer,En una relación,Ciudad de México,"El decidir compartir momentos o situaciones con alguien, acompañarlo, escucharlo, empatizar y apoyar, así como el crecer juntos ",Empatía,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio significa admirar mis cualidades y mis logros,La empatía,Es una decisión basada en compromiso y tolerancia,Intimidad (unión) y compromiso,"Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Sentimos necesidad de tener cercanía con las demás personas ,"Basado en confianza, compromiso, empatía, compañía y apoyo","Tranquilo, que no tome, fume o se drogue, con metas, sencillo, comprometido y que sepa escuchar y acompañar además de dispuesto a trabajar en sí mismo cuando sea necesario y abierto a llegar a acuerdos, que hable de lo que le incomoda o molesta libremente, teniendo plena confianza en mi ","Muy empática, me gusta escuchar y apoyar, acompañar en lo que necesite y estar ahí, le presto atención y suelo ser cariñosa ",3,1,1,3,5
4/11/2021 13:22:41,19,Hombre,Soltero (a),Ciudad de México,"Un sentimiento sumamente complejo en el que se da valor y agradecimiento de muchas formas a algo; que puede tenerse hacia cosas, grupos de personas y personas (incluyéndonos nosotrxs mismxs). ",Amistad,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Valor ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Ludus o lúdico, Amor maternal, Manic o maníaco, Amor propio, Amor platónico",Existimos,"Niveles equitativos en cuanto al valor que se da, así como el recibido aunque no sea de la misma forma en la que se exprese. ",No sé,"Apasionado, expresivo, halagador, respetuoso, empático, firme. ",2,1,1,1,5
4/11/2021 13:23:10,20,Mujer,Soltero (a),Ciudad de México ,Un sentimiento,Corazón ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"Cariño, felicidad, acuerdos, preocupación por el otro, compañía, apoyo",Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Le da sentido a nuestra vida,"Tener compromiso, equidad, tolerancia, respeto ",Con gustos similares a los míos ,Cariñosa pero muy celosa ,3,4,2,2,4
4/11/2021 13:42:42,18,Mujer,En una relación,Ciudad de México,Una decisión,Compromiso ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,La libertad ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fatuo, Amor compañero o sociable, Ludus o lúdico, Amor maternal, Amor propio, Amor platónico",Nos hace sentir y porque buscamos ese sentimiento que representa el amor ,"Libertad, confianza, pasión, intimidad, compromiso y paz",Compañero ,Transparente ,3,2,1,4,5
4/11/2021 13:44:21,19,Hombre,Soltero (a),CDMX,algo de sentido a la existencia,idealización,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Control,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Respeto, tolerancia y confianza.","Amor romántico, Amor consumado, Amor fatuo, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Ludus o lúdico, Amor maternal, Manic o maníaco, Amor propio, Pragma o pragmático, Amor platónico",Busca algo que carece en otras personas.,Confianza y tolerancia.,Como elle desee.,Demasiado empalaguetas akdjskdjakd,2,4,1,3,5
4/11/2021 14:21:36,18,Hombre,En una relación,Ciudad de México ,"Es un sentimiento que se deriva de ciertas acciones, en el se involucran algunos otros sentimientos como lo puede ser la  felicidad",Pareja,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Ante todo debe de ser sano puede que ames algo o alguien pero si en ligar de hacerte bien te hace daño tienes que dejarlo ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor propio, Amor platónico","Es algo que nos caracteriza de las demás especies, buscamos algo que nos haga sentir bien y no solo la reproducción como en el caso de los animales, al fin y al cabo tal vez pueda lograrse la reproducción sin embargo necesitas sentirte bien","Comunicación,  respeto y tolerancia ","Como ella quiera ser, me gusta que me demuestre su forma de amar y no me gusta imponer lo que yo pienso , todos los seres humanos amamos de diferentes maneras e intensidades así que me gusta conocer la forma en que ella lo hace","Muy vulnerable, me es muy difícil amar a alguien y cuando lo hago siento que cualquier cosa puede ""romperme""",1,3,2,1,5
4/11/2021 14:27:10,18,Mujer,Soltero (a),Ciudad de México ,"un constructo social, o al menos el amor romántico ",romanticismo ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,que sea honesto ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fatuo, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor propio, Amor platónico",el amor está en nosotros ,dar lo que recibes ,honesta y expresiva ,responsablemente afectiva ,2,1,1,1,1
4/11/2021 14:29:26,18,Hombre,Soltero (a),Ciudad de México ,"Un sentimiento de afecto muy grande hacia una persona, animal u objeto ",Cariño ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,La comprensión ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Es algo que esta en nuestra naturaleza,"Reciprocidad, respeto, comprensión y cariño ",Cariñosa,Coriñoso,5,4,1,5,5
4/11/2021 14:42:10,180,Hombre,Soltero (a),Ciudad de México,"Algo muy preciado, de las mejores cosas que puede tener la vida, pero hay que saber cuidarlo, es una responsabilidad muy grande",Respeto,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"Respeto, acuerdos, felicidad",Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio",Porque es parte de nuestra naturaleza,Lo mismo de ambos lados,"No puedo describirla en estos momentos, me dolería mucho","No lo demuestro tanto, pero si lo hago ",5,1,1,1,1
4/11/2021 14:48:21,18,Hombre,En una relación,Ciudad de México,"El amor es una magia, una simple fantasía, es como un sueño que se hace realidad, es como una luz que se esparce por el alma, y recorre como el agua hasta que llena el corazón, y va creciendo y creciendo como nubes en el cielo, dando vueltas por el mundo, es increíble, así es el amor y al fin lo encontré, el amor te ciega aunque a veces te engaña, el amor es pureza; si a alguien amamos el amor nos atrapa, y de él nunca escaparemos, solo tenemos que aprender a amar. El amor es la fuerza más grande que existe, incluso más grande que las cuatro fuerzas fundamentales.",Felicidad,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Que sea sincero,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Todas las anteriores y más, porque el amor no se puede encacillar en una definición, el amor es inefable, el amor es todo","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor propio, Amor platónico","El amor es necesario para todos, porque aunque sí el amor puede hundirnos y lastimarnos, también puede hacernos lograr cosas increíbles, superarnos, querer ser mejores cada día, nos inspira, nos alienta nos hace volar.",No creo que exista un amor equilibrado,"Tal y como es, porque así la amo, con todas las cualidades que tiene, porque el amor no debe ser perfecto, solo debe ser amor","La persona más enamorada, pasional y cariñosa que existe",3,5,1,3,5
4/11/2021 17:56:30,20,Mujer,En una relación,Ciudad de México,"Más que un sentimiento. Son acciones, momentos, es valoración y apreciación. ",Cuidados ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"Respetar. Respetar a las personas, los seres vivos que te rodean, respetarte a ti mismo. ",Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Respecto al amor romántico, considero que son el respeto, confianza y honestidad. ","Amor romántico, Amor fraternal, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico","Porque tenemos la capacidad del lenguaje, lo que nos hace conectar con otros seres vivos de forma más significativa debido a todo lo que esto conlleva a nivel emocional. ",No entiendo a qué se refiere con lo “equilibrado”. ,"Honesta, respetuosa, responsable afectivamente y empática. ",Leal. ,5,1,1,1,5
4/11/2021 18:08:05,32,Mujer,En una relación,Estado de México ,"Entendimiento, solidaridad y compromiso con el otro y ganas de compartir el tiempo de nuestras vidas juntos",Mutualidad,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,La empatía ,Es una decisión basada en compromiso y tolerancia,Intimidad (unión) y compromiso,"Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Ludus o lúdico, Amor maternal, Amor propio, Amor platónico",Por una necesidad biológica y social,Trabajar en equipo y funcionar asumiendo nuestro rol en dicho equipo pero sin dejar de satisfacer las necesidades individuales ,Comprometida,Entregada,3,3,1,4,4
4/11/2021 19:51:55,18,Hombre,Soltero (a),Ciudad de México ,Sentimiento por algo o alguien que produce pasión o felicidad ,Pareja ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos","El amor propio es egoísta, prefiero amar a alguien más",Confianza ,Es la consecuencia de procesos químicos y físicos de mi cuerpo con el fin de la reproducción sexual,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Es una cualidad del ser humano ,"Comunicación, respeto, cariño ","Cariñosa, comprensiva ","Muy sentimental, ""cursi"" y busco forma de dar detalles ",2,4,2,5,5
4/11/2021 22:36:32,20 años,Mujer,Soltero (a),Ciudad de México,"Un acuerdo mutuo de amor, respeto y tolerancia",Abrazo,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Que haya confianza ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Atracción, pasión y deseo","Amor romántico, Amor consumado, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Manic o maníaco, Amor propio, Amor platónico","Para no sentirnos solos, para tener a alguien a nuestro lado, alguien que comparta con nosotros nuestros logros, carencias, etc, sin que la otra persona se ponga irritable o mal (que te apoye).","Compatibilidad,cariño, respeto, anhelacion, acuerdos, comprencion","Respetuos@ con mis decisiones y sueños, que no me haga de menos ","Empalagosa,sobreprotectora,  tímida, tiendo a hacer muchos chist s en los momentos menos indicados",2,1,1,1,4
5/11/2021 8:46:37,23,Hombre,Soltero (a),Cdmx,Es buscar la Unión con el otrx sin perder independencia,Afecto,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Reciprocidad,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio",Mediante el amor y la pareja se busca superar la separatidad,Libertad,Comprometidx,Cariñoso,1,1,1,3,5
5/11/2021 10:35:13,22,Mujer,En una relación,Estado de México,Una construcción social basada en las sensaciones químicas del cuerpo al hacer clic con otra persona,Protección,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"La libertad de dejar ser a la otra persona, compartir y evitar imponer nuestras propias ideas ",Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Manic o maníaco, Amor propio, Amor platónico",Estamos vivos y tenemos la capacidad de sentir y crear vínculos afectivos,"Libertad, cariño, comprensión, pasión, apoyo, protección",Abierto y cariñoso,Una persona feliz ,2,3,1,1,2
5/11/2021 17:57:54,20,Mujer,Soltero (a),Ciudad de México,La sensación y/o muestra de afecto y cariño a uno mismo y/o a los demás ,apreciar,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,sincero,Es la consecuencia de procesos químicos y físicos de mi cuerpo con el fin de la reproducción sexual,"Atracción, pasión y deseo","Amor romántico, Amor consumado, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Pragma o pragmático, Amor platónico",Somos seres sociales (vivimos en una sociedad) y necesitamos amar y sentirnos amados. ,"Sincero, mutuo, compromiso.","Sincera, real, mutua y entregada",Sincero y entregada,1,3,2,5,5
5/11/2021 21:29:05,19,Mujer,Soltero (a),Ciudad de México,Hacer cosas para que alguien más sea feliz,confianza,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,el respeto,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Respeto, confianza, comunicación y cariño","Amor romántico, Amor fatuo, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Pragma o pragmático, Amor platónico",Porque podemos sentir,comunicacion,"Amable, responsable y paciente","Insoportable, extraña e intensa",1,4,2,4,5
6/11/2021 15:58:14,18,Mujer,Soltero (a),"Xalapa, Veracruz ",Un sentimiento que solo las personas que lo están sintiendo lo entienden ,Emoción ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Pues el que es mutuo ,Es una decisión basada en compromiso y tolerancia,"Atracción, pasión y deseo","Amor romántico, Amor consumado, Amor maternal, Amor propio",Porque lo sentimos ,Pues ser el amor hacia nosotros mismos y el amor a las demás personas ,Debe tener madurez ,No suelo demostrarlo ,3,1,1,4,5
8/11/2021 21:10:23,Treinta y dos,Mujer,En una relación,Veracruz ,"Siento que el amor conlleva una serie de sentimientos buenos como la confianza, el respeto, pasión y el afecto, saber escucharlo, darle su espacio, cuidarlo de manera física y económica, tener detalles sin esperar nada a cambio. Fortalecer sus virtudes y hacerle notar sus defectos en los momentos difíciles para que sea una mejor persona. ",Respeto,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio significa admirar mis cualidades y mis logros,El respeto ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Intimidad (unión) y compromiso,"Amor romántico, Amor fraternal, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Pragma o pragmático, Amor platónico",Es nuestra naturaleza,"Ser transparente,  generar y tener Confianza, amarse y decir adiós cuando ya no es sano y no se siente. ","Amable, respetuoso, educado, alegre, que no tenga vicios,  que tenga  metas en la vida a corto o largo plazo, trabajador y que me ame de verdad y sepa decidir cuando ya no sienta amor por mi. ","Tierna, cariñosa, amable, Hasta celosa, sonrió más y divido mis tiempos de mi rutina diaria, para compartirlo con mi pareja. ",1,3,1,1,2
8/11/2021 21:42:41,19,Mujer,Soltero (a),Veracruz ,Un sentimiento de afecto hacia algo o alguien. ,Cariñoso,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Tener amor propio (autoestima) antes de darlo o brindarlo a alguien más. ,Es una búsqueda de afecto,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Es un sentimiento bonito y que nos hace sentirnos mejor. ,Debería ser mutuo,"Confiable, cariñoso, que me ame, que me respete. ",Cariñosa ,4,4,2,3,3
8/11/2021 21:55:23,17,Hombre,Soltero (a),Veracruz ,Ese sentimiento que le podemos llegar a tener a algunas personas o seres vivos como los perros ,Sentimiento mutuo ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Aceptación de las cualidades y defectos que se pueda tener ,Es una búsqueda de afecto,Intimidad y pasión,"Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Es una de las formas en las que podemos congeniar con alguna persona que puede llegar a ser distinta a otras personas y también que te haga sentir en un entorno de paz y tranquilidad ,La verdad no sé pero me imagino que debería ser en que las personas deberían de hacer y sentir lo mismo del uno y el otro ,"Que me quiera, respete, y acepte mis gustos y defectos tal cual y como soy y quiero sin querer cambiarme por que sea otra persona ","Cariñoso, simpático, y detallista ",1,5,2,4,3
9/11/2021 22:54:09,23,Mujer,En una relación,Veracruz,"Un sentimiento que se manifiesta en los humanos gracias a la interacción de nuestras hormonas con el ambiente en donde nos desenvolvemos, es decir, estás sustancias nos hacen experimentar todo lo que definimos como amor y nos permite establecer un vínculo.",Sentimiento,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto,Es una decisión basada en compromiso y tolerancia,"Respeto, atracción, compromiso, intimidad, honestidad","Amor romántico, Amor fatuo, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Ludus o lúdico, Amor maternal, Amor propio, Amor platónico","Es parte de la bioquímica de nuestro cuerpo, nos permite mantener la especie y desarrollarnos en la sociedad.","Respeto, honestidad, compromiso","Una persona que me atraiga totalmente, que me respete en todos los sentidos, comprometida, que me dé confianza, atención y cariño","Comprometida, expresiva, soy confianza, fidelidad y respeto.",2,2,1,1,5
17/11/2021 13:42:54,22,Mujer,Soltero (a),Ciudad de México ,Sentir aprecio por una persona a nivel de querer compartir situaciones de la vida cotidiana ,Cariño ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Consideración ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Tenemos la necesidad de sentirnos aceptados y queridos ,"Respeto, deseo, compromiso y consideración ","Cariñoso, respetuoso y comprensivo en todos los aspectos, principalmente en mi forma de amar ","Cariñosa, respetuosa, probablemente invasiva y dependiente ",2,1,1,3,4
17/11/2021 13:45:38,28,Mujer,Soltero (a),Estado de México ,"Es compromiso y admiración hacia la otra persona, es respeto y apoyo en aquellas decisiones que implican su felicidad y crecimiento. Y tiene que ser recíproco ",Lindo,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio significa admirar mis cualidades y mis logros,Respeto ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Somos seres sociales ,Tanto interés de ayudar al otro como te ayudarías a ti mismo ,Alguien emocionalmente estable ,Me considero entregada pero sin perderme como individuo ,3,2,1,3,2
17/11/2021 13:45:44,36,Mujer,En una relación,Ciudad de México,Un sentimiento de atracción que implica algún afecto y respeto,Cariño,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto y aceptación,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Creo que a pasión, compromiso e intimidad, también pueden sumarse el respeto, la tolerancia y el cariño","Amor romántico, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico","Hay algo también un componente químico/biológico pero también es parte de nuestra construcción social, el poder generar y fortalecer lazos entre individuos, mascotas, cosas","Iniciar por el amor propio y una autoestima sana, saber amarme. Si mi amor propio no está sano, mi amor por los demás no podrá ser sano ni podré brindar amor equilibrado","No tengo un ""tipo"". En la libertad en la que me amo, deseo que él/ella se ame y me ame por quién/cómo soy.",Yo misma,2,4,1,1,5
17/11/2021 13:54:56,23,Mujer,Soltero (a),Ciudad de México,"Disfrutar la compañía de alguien, preocuparse por esa persona, querer que esa persona siempre esté bien, pensar en él/ella/elle, extrañar a esa persona cuando no está, querer hacer feliz a esa persona y tú sentirte feliz haciéndolo. ",Intensidad. ,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Que sea honesto ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Porque creo que es natural de cualquier humano el querer sentirse amados y tener ese sentido de pertenencia ,"Debería ser un equilibrio entre el amor mutuo sin olvidar el amor individual, el amor propio, el autorespeto y tener límites. ","Honesto, sincero, dulce, abierto, empático, comprometido ","Romántica, intensa, muy comprometida.  ",3,1,1,3,5
17/11/2021 14:01:39,20,Mujer,En una relación,Ciudad de México,"Cuidar, respetar, entender, acompañar y crecer junto a la cosa/persona ",Mi pareja ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,El respeto y entendimiento mutuo ,Es una decisión basada en compromiso y tolerancia,"Compromiso, respeto, tolerancia, intimidad, admiración","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico","Necesitamos sentir un propósito para hacer las cosas, de igual manera nos gusta sentirnos necesitados y queridos ","Comunicación, respeto, y ganas de estar y entender al (les) otres","Alguien amable, responsable, cariñoso, que me respete y me escuche ","Entregada, emocional, feliz",2,3,1,1,5
17/11/2021 14:13:51,22,Mujer,Soltero (a),San Luis Potosí,El conjunto de sentimientos y acciones hacia alguien que aprecias y le tienes cierta cantidad de cariño,Cariño,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Apreciación y respeto,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",nos permite crear vínculos que le dan sentido a nuestras vidas,Compromiso y participación de ambas partes,Alguien con ideas claras de lo que quiere,comprometida,2,1,1,1,4
17/11/2021 14:15:54,19,Mujer,En una relación,Ciudad de México,"Querer estar con alguien y ayudarle crecer, querer compartir un montón de cosas con esa persona",Novio,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Aceptación,Es una búsqueda de afecto,"aceptacion, deseo y ganas de crecer ","Amor romántico, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio",No tengo idea sinceramente. ,Capacidad de ceder por la persona que quieres pero suficiente amor propio para ponerte a ti mismo por encima de lo demás,Completo por si mismo y que logremos complementarnos y compartir como compañeros,"Aún soy nueva xd. Pero soy algo desapegada, aunque hago todo lo que puedo para hacer feliz a la persona que quiero y pasar tiempo juntos",2,1,1,3,5
17/11/2021 14:16:26,27,Hombre,En una relación,Ciudad de México ,Un plus de felicidad ,Compromiso ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Que sea sano ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Manic o maníaco, Amor propio, Pragma o pragmático, Amor platónico",Es un sentimiento más o menos desarrollo pero nato ,"Debe tener acuerdos, sano, responsable y congruente",Congruente ,Responsable y congruente ,3,3,1,3,3
